,BLUEBOOK,TRAVTIME,INCOME,MVR_PTS,AGE,CLM_AMT
9990,10160.0,30.0,0.0,6.0,30.0,1945.0
9992,14500.0,13.0,60965.0,4.0,69.0,2546.0
10004,7130.0,47.0,4913.0,5.0,42.0,5475.0
10007,21170.0,27.0,92234.0,1.0,48.0,2071.0
10009,12540.0,37.0,0.0,0.0,57.0,1425.0
10014,6900.0,13.0,0.0,2.0,54.0,1317.0
10026,13960.0,45.0,74578.0,5.0,50.0,6588.0
10027,18710.0,42.0,122070.0,3.0,55.0,2027.0
10035,11510.0,36.0,59053.0,3.0,41.0,1731.0
10037,8620.0,23.0,59905.0,4.0,32.0,520.0
10047,21490.0,22.0,0.0,10.0,38.0,1283.0
10053,13920.0,20.0,88236.0,2.0,36.0,2494.0
10056,5800.0,70.0,0.0,3.0,43.0,7197.0
10062,4610.0,28.0,31101.0,1.0,40.0,3321.0
10064,7000.0,25.0,12729.0,3.0,55.0,1611.0
10070,31570.0,31.0,91051.0,1.0,58.0,1307.0
10072,8860.0,60.0,105198.0,3.0,50.0,3380.0
10081,12500.0,16.0,61036.0,1.0,49.0,4654.0
10086,4190.0,5.0,26913.0,2.0,43.0,4386.0
10089,27450.0,38.0,85444.0,5.0,54.0,3501.0
10091,12790.0,41.0,62880.0,11.0,50.0,5627.0
10092,9120.0,25.0,6554.0,0.0,46.0,5805.0
10095,26750.0,17.0,86321.0,0.0,33.0,3949.0
10100,11490.0,37.0,32542.0,7.0,37.0,2105.0
10101,11890.0,42.0,31407.0,1.0,29.0,4506.0
10102,16570.0,41.0,12591.0,0.0,39.0,6097.0
10105,18780.0,5.0,30322.0,0.0,62.0,6561.0
10107,5700.0,48.0,26537.0,1.0,38.0,4863.0
10109,11100.0,39.0,24546.0,0.0,61.0,1493.0
10112,26810.0,18.0,53357.0,8.0,42.0,7506.0
10120,5200.0,33.0,0.0,0.0,37.0,1304.0
10123,5300.0,50.0,20148.0,10.0,38.0,5726.0
10135,6330.0,40.0,11303.0,0.0,37.0,1589.0
10137,16030.0,61.0,5939.0,2.0,21.0,2644.0
10146,8010.0,32.0,28329.0,0.0,33.0,5672.0
10148,7820.0,33.0,10232.0,1.0,53.0,3999.0
10149,16020.0,44.0,16897.0,4.0,62.0,8532.0
10150,9870.0,5.0,45734.0,3.0,38.0,2156.0
10151,18780.0,36.0,125753.0,3.0,47.0,2493.0
10156,10160.0,25.0,48630.0,0.0,38.0,2870.0
10160,16810.0,32.0,159399.0,0.0,53.0,4738.0
10161,4110.0,34.0,62177.0,0.0,38.0,5484.0
10163,18780.0,44.0,34637.0,0.0,46.0,5182.0
10164,25960.0,16.0,98421.0,6.0,43.0,485.0
10170,9260.0,31.0,28592.0,3.0,49.0,4753.0
10176,7330.0,51.0,57387.0,0.0,50.0,2811.0
10183,4750.0,14.0,0.0,9.0,32.0,3432.0
10190,15320.0,31.0,91221.0,0.0,47.0,3001.0
10208,6000.0,84.0,59763.0,2.0,45.0,1699.0
10211,19970.0,47.0,92251.0,4.0,44.0,4254.0
10212,13930.0,14.0,81294.0,1.0,43.0,2301.0
10214,17080.0,15.0,51103.0,6.0,37.0,4190.0
10215,11080.0,44.0,60755.0,7.0,35.0,4091.0
10217,5700.0,9.0,0.0,1.0,45.0,4858.0
10218,7950.0,38.0,19469.0,5.0,45.0,5226.0
10221,18990.0,43.0,86551.0,8.0,53.0,3613.0
10229,14670.0,42.0,52108.0,0.0,45.0,2553.0
10238,11770.0,52.0,34273.0,2.0,50.0,4778.0
10243,13420.0,53.0,16074.0,3.0,50.0,892.0
10250,20850.0,13.0,23048.0,3.0,37.0,1645.0
10251,26470.0,37.0,176849.0,0.0,56.0,7308.0
10258,17970.0,42.0,35362.0,3.0,46.0,2318.0
10260,24020.0,44.0,112264.0,5.0,47.0,3179.0
10262,34420.0,32.0,282198.0,2.0,47.0,3106.0
10264,24030.0,29.0,0.0,0.0,43.0,471.0
10269,12940.0,49.0,68360.0,7.0,46.0,3135.0
10285,1500.0,24.0,92185.0,0.0,41.0,1815.0
10287,11300.0,16.0,52966.0,5.0,45.0,2967.0
10293,32960.0,18.0,128523.0,1.0,51.0,3288.0
